"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"748217","GREAT VALUE**","","","TX2","2019-05-19","","12-P1411-130","2019-06-23","1601 W STATE HWY 114 GRAPEVINE","WALMART","TX","78742127071"
"748218","GREAT VALUE**","","","TX2","2019-05-19","","12-P1411-130","2019-06-23","1601 W STATE HWY 114 GRAPEVINE","WALMART","TX","78742127071"
"748227","MARKET PANTRY ","","","WA1","2019-07-08","","P1867C 174/P7","2019-07-22","405 SE EVERETT MALL EVERITT","TARGET","WA","85239311578"
"748228","MARKET PANTRY ","","","WA1","2019-07-08","","P1867C 174/P7","2019-07-22","405 SE EVERETT MALL EVERITT","TARGET","WA","85239311578"
"748229","MARKET PANTRY ","","","WA1","2019-07-08","","P1867C 174/P7","2019-07-22","405 SE EVERETT MALL EVERITT","TARGET","WA","85239311578"
"748238","WESSON*","2020-10-07","","VA","2019-06-20","","2130910610X11:272","2020-10-07","2400N FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","27000690260"
"748246","KROGER*^*","","","VA","2019-06-20","","D 18:01","2020-11-13","903UNIVERSITY CITY BLVD, BLACKSBURG","KROGER","VA","11110856326"
"748254","GREAT VALUE****","","","VA","2019-06-28","","0009598157 2010","2020-06-03","2400 N. FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","078742431673"
"748262","CRISCO**","2021-05-30","","VA","2019-06-20","","915042001 01:50","2021-05-30","2400N FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","51500251515"
"748271","MAZOLA","","","VA","2019-06-20","","D 09:32","2020-12-04","903UNIVERSITY CITY BLVD BLACKSBURG","KROGER","VA","761720987506"
"748280","WESSON*^*","","","VA","2019-06-24","","2130834410X08:32 4","2020-06-02","4720 CHERRY HILL RD. COLLEGE PARK","SHOPPERS FOOD WAREHOUSE","MD","027000650868"
"748289","CRISCO*^*","","","VA","2019-06-24","","11:30 725642003","2019-09-13","12028 CHERRY HILL RD. SILVER SPRING","SHOPRITE","MD","051500706596"
"748297","KROGER**~","","","VA","2019-06-20","","N 10:56","2020-09-19","903 UNIVER.CITY BLVD BLACKSBURG","KROGER","VA","11110856289"
"748305","GREAT VALUE (WALMART)*","","","VA","2019-06-20","","0009562645 1222","2020-05-27","2400 N.FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","605388187406"
"748313","MAZOLA*","","","VA","2019-06-20","","D 07:23","2021-04-26","2400 N.FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","761720987490"
"748325","KROGER*~","","","VA","2019-06-20","","D 23:36","2020-11-30","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","011110856074"
"748333","WESSON","","","VA","2019-06-20","","2130905710X14:364","2020-08-19","2400 N. FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","27000612866"
"748340","CRISCO*~","","","VA","2019-06-20","","914142002 09:46","2021-05-21","2400 N. FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","51500243923"
"748348","GREAT VALUE (WALMART)","","","VA","2019-06-20","","0009569125 1959","2020-05-30","2400 N. FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","78742352961"
"748356","AMAZON HAPPY BELLY","","","VA","2019-06-24","","0009265412 1330","2020-03-26","SEATTLE","AMAZON.COM","WA","842379155239"
"748368","NOB HILL","2021-01-07","","VA","2019-08-09","","19 085 0757","","1250 GRANT RD. MOUNTIAN VIEW 94040","NOB HILL FOODS 634","CA","850609008002"
"748374","HARRIS TEETER***","2020-11-26","","MD","2019-06-23","","1105380 ES","","11075 RESORT RDELLICOTT CITY 21042","HARRIS TEETER","MD","72036310606"
"748380","SUNNY SELECT**","2020-03-25","","VA","2019-08-09","","13:1018268711-2","","2175 GRANT RD. LOS ALTOS 94024","LUCKYS","CA","717544118916"
"748386","RALEYS","2021-03-31","","VA","2019-08-09","","L-379019063","","1250 GRANT RD. MOUNTIAN VIEW 94040","NOB HILL FOODS 634","CA","46567009780"
"748392","STAR, REGULAR","2020-08-30","750","MD","2019-06-25","","184134 ","","3200 N. RIDGE RD. ELLICOT CITY","WALMART","MD","073210100136"
"748399","SHOPPERS FOOD WAREHOUSE (ESSENTIAL EVERYDAY)","2020-11-14","","MD","2019-07-16","","34 EC 13619 16:16","","4720 CHERRY HILL RD. COLLEGE PARK ","SHOPPERS FOOD WAREHOUSE","MD","041303017807"
"748406","WEGMANS***","2020-09-29","","MD","2019-06-25","","5B","","8855 MCGAW RD. COLUMBIA 21044","WEGMANS","MD","77890383476"
"748412","WEIS","2021-10-30","","MD","2019-06-27","","L.30318","","10825 BIRMINGHAM WAY WOODSTOCK21163","WEIS","MD","41497153725"
"748418","SAFEWAY (SIGNATURE SELECT)","2020-05-29","","MD","2019-07-16","","L8333-E-2227 12:01 S-5429","","10000 BALT. NATL PIKE ELLICOTT CITY","SAFEWAY","MD","21130512676"
"748425","SHOPRITE (TRADING COMPANY)","2020-08-31","","MD","2019-07-16","","L19039","","12028 CHERRY HILL RD. SILVER SPRING","SHOPRITE","MD","041190058891"
"748432","WHOLE FOODS","2020-08-20","","MD","2019-06-25","","L9051 E-0060 13:35","","10275 LITTLE PATUXENT PARKWAY COLUM","WHOLE FOODS","MD","099482444556"
"748439","BOTTICELLI, REGULAR","2020-11-22","","VA","2019-06-24","","L. 18326 ES-GR","","12028 CHERRY HILL RD. SILVER SPRING","SHOPRITE","MD","855019000028"
"748446","CALIFORNIA OLIVE RANCH, REGULAR","2021-03-15","","VA","2019-06-20","","C9074A","","2400 N FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","850687100056"
"748454","PRICE CHOPPER*","2020-10-29","","VA","2019-06-30","","35 EC 12019 23:52","","3863 NY-31 LIVERPOOL 13090","PRICE CHOPPER","NY","041735005090"
"748461","POMPEIAN, ROBUST","2020-10-02","","VA","2019-06-20","","1904024225 17:39","2020-10-02","2400 N FRANKLIN ST. CHRISTIASBURG ","WALMART","VA","70404000081"
"748468","POMPEIAN, REGULAR","2020-10-02","","VA","2019-06-20","","1904014205 18:24","2020-10-02","2400 N FRANKLIN ST CHRISTIANSBURG","WALMART","VA","70404002788"
"748475","FOOD CLUB***","2021-12-03","","VA","2019-07-12","","L.33718","","1000 LEATHERWOOD LN BLUEFIELD 24605","FOOD CITY","VA","36800348165"
"748482","GREAT VALUE***","2020-09-08","","VA","2019-06-28","","L-0R334R070B 20:03","","CHRISTIANSBURG","WALMART","VA","78742427782"
"748488","COLAVITA, REGULAR","2020-06-01","","VA","2019-06-20","","L18353 15:36 GR-E","","903 UNIVER. CITY BLVD. BLACKSBURG","KROGER","VA","39153010031"
"748494","SAMS CHOICE ROBUST ITALIAN","2020-01-16","","VA","2019-06-28","","L 16 GX  11:40","","2400 N FRANKLIN ST. CHRISTIANSBURG","WALMART","VA","78742000732"
"748500","MARKET PANTRY (TARGET)","2020-10-14","","VA","2019-06-28","","33 EO 10519 08:18","","195 CONSTAN AVE NW CBURG","TARGET","VA","85239032220"
"748506","TERRA DELYSSA ORGANIC","2020-12-20","","VA","2019-06-28","","L9021C3-039","","2400 N FRANKLIN ST CHRISTIANSBURG","WALMART","VA","6191509900688"
"748512","BERTOLLI, RICH","2020-06-01","","VA","2019-06-20","","L95099 H12:35","","2400 N FRANKIN ST. CHRISTIANSBURG","WALMART","VA","041790001600"
"748519","ROYAL CLASSICS","2020-08-14","","VA","2019-07-15","","33 EC 04419 19:47","","615 MAIN ST. BLAND 24315","GRANTS","VA","050700495163"
"748526","KROGER****","2021-02-01","","VA","2019-06-20","","","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","11110878564"
"748533","KIRKLAND","2020-10-10","","VA","2019-08-27","","L190627","","","AMAZON.COM","VA","096619927319"
"748539","BRAGG","2020-05-19","","VA","2019-08-27","","FF-L17:30","","","AMAZON.COM","VA","074305020162"
"748546","SKY ORGANICS","2021-04-11","","VA","2019-08-27","","110419","","","AMAZON.COM","VA","856045007012"
"748553","AMAZONFRESH ORGANIC","2020-06-20","","VA","2019-08-27","","","","","AMAZON.COM","VA","850609008002"
"748560","PALERMO, FIRST COLD PRESSED","2021-04-29","","VA","2019-08-27","","02120","","","AMAZON.COM","VA","885616006260"
"748566","LA TOURANGELLE","2020-12-17","","VA","2019-08-27","","168192 07:01 168","","","AMAZON.COM","VA","854259005251"
"748576","COLAVITA, 100% GREEK","2020-01-31","","VA","2019-08-27","","L 18211 15:21","","","AMAZON.COM","VA","039153011670"
"748582","BERTOLLI, RICH AND FRUITY (RICH TASTE)","2020-08-04","","VA","2019-08-27","","L96189 H16:22","","","AMAZON.COM","VA","041790002256"
"748590","THYA, ORGANIC, REGULAR","2021-11-06","","VA","2019-08-27","","L:02-65","","","AMAZON.COM","VA","850609008002"
"748597","FILIPPO BERIO, REGULAR","2020-08-30","","VA","2019-06-20",""," 01 LE10NO","","2400 N FRANKIN ST. CHRISTIANSBURG","WALMART","VA","041736010130"
"748603","AMAZONFRESH, MEDITERRANEAN BLEND","2020-04-16","","VA","2019-08-27","","L181351MA8L161L3","","","AMAZON.COM","VA","842379100970"
"748610","HICKMANS FAMILY FARMS","","","AZ1","2019-05-21","","P1711-L01 134","2019-06-06","3275 N SWAN RD TUCSON","BASHAS MARKET","AZ","25444300035"
"748611","HICKMANS FAMILY FARMS","","","AZ1","2019-05-21","","P1711-L02 134","2019-06-06","3275 N SWAN RD TUCSON","BASHAS MARKET","AZ","25444300035"
"748612","HICKMANS FAMILY FARMS","","","AZ1","2019-05-21","","P1711-L01 134","2019-06-06","3275 N SWAN RD TUCSON","BASHAS MARKET","AZ","25444300035"
"748628","HICKMANS FAMILY FARMS","","","CO1","2019-05-20","","133 PK5 P-1896","2019-06-11","2890 N POWERS BLVD COLORADO SPRINGS","SAFEWAY STORE","CO","25444004001"
"748629","HICKMANS FAMILY FARMS","","","CO1","2019-05-20","","133 PK5 P-1896","2019-06-11","2890 N POWERS BLVD COLORADO SPRINGS","SAFEWAY STORE","CO","25444004001"
"748630","HICKMANS FAMILY FARMS","","","CO1","2019-05-20","","133 PK5 P-1896","2019-06-11","2890 N POWERS BLVD COLORADO SPRINGS","SAFEWAY STORE","CO","25444004001"
"748646","GREAT VALUE**","","","CA1","2019-06-24","","P-920A159","2019-07-07","37140 47TH ST E PALMDALE","WALMART","CA","78742148267"
"748647","GREAT VALUE**","","","CA1","2019-06-24","","P-920A159","2019-07-07","37140 47TH ST E PALMDALE","WALMART","CA","78742148267"
"748663","SPROUTS FARMERS MARKET","","","CA2","2019-07-07","","P2015 L06","2019-07-25","9361 MISSION GORGE SANTEE","SPROUTS","CA","646670512995"
"748664","SPROUTS FARMERS MARKET","","","CA2","2019-07-07","","P2015 L06","2019-07-25","9361 MISSION GORGE SANTEE","SPROUTS","CA","646670512995"
"748680","MARKET PANTRY ","","","CA3","2019-06-19","","P1867 159/P5","2019-07-07","2800 DUBLIN BLVD DUBLIN","TARGET","CA","85239284919"
"748681","MARKET PANTRY ","","","CA3","2019-06-19","","P1867/157/P7","2019-07-05","2800 DUBLIN BLVD DUBLIN","TARGET","CA","85239284919"
"748697","SCHNUCKS FRESH","","","IN1","2019-05-28","","143LCF 29-0450 13","2019-06-21","8301 BELL OAKS DR NEWBURGH","SCHNUCK MARKET","IN","41318550108"
"748698","SCHNUCKS FRESH","","","IN1","2019-05-28","","136LCF 29-0450 13","2019-06-14","8301 BELL OAKS DR NEWBURGH","SCHNUCK MARKET","IN","41318550108"
"748714","ROUNDYS","2019-05-29","","IL1","2019-05-14","","260432-10 104","2019-05-29","60 S HALSTED CHICAGO","MARIANOS","IL","11150993029"
"748715","ROUNDYS","2019-05-29","","IL1","2019-05-14","","260432-5 104","2019-05-29","60 S HALSTED CHICAGO","MARIANOS","IL","11150993029"
"748716","ROUNDYS","2019-05-29","","IL1","2019-05-14","","260432-6 104","2019-05-29","60 S HALSTED CHICAGO","MARIANOS","IL","11150993029"
"748731","MARKET BASKET","","","MA1","2019-06-18","","P1970 155 B21","2020-07-18","186 HAVERHILL ST METHUEN","MARKET BASKET ","MA","49705595244"
"748732","MARKET BASKET","","","MA1","2019-06-18","","P1970 155 B21","2020-07-18","186 HAVERHILL ST METHUEN","MARKET BASKET ","MA","49705595244"
"748747","LAURA LYNN**","","","GA1","2019-05-18","","1 15 P1065B 06","2019-06-08","4920 BILL GARDNER PK LOCUST GROVE","INGLES SUPERMARKET","GA","86854010426"
"748748","LAURA LYNN**","","","GA1","2019-05-18","","1 15 P1065B 06","2019-06-08","4920 BILL GARDNER PK LOCUST GROVE","INGLES SUPERMARKET","GA","86854010426"
"748764","MARKET BASKET","","","MA1","2019-06-18","","P1970 155 B21","2020-07-18","186 HAVERHILL ST METHUEN","MARKET BASKET ","MA","49705595244"
"748765","MARKET BASKET","","","MA1","2019-06-18","","P1970 155 B21","2020-07-18","186 HAVERHILL ST METHUEN","MARKET BASKET ","MA","49705595244"
"748766","MARKET BASKET","","","MA1","2019-06-18","","P1970 155 B18","2020-07-18","186 HAVERHILL ST METHUEN","MARKET BASKET ","MA","49705595244"
"748779","COUNTRY DAY BREAK","","","IA1","2019-06-18","","160STF P -1909 (13)","2019-07-08","1108 CENTRAL AVE ESTHERVILLE ","FAREWAY","IA","0-7723600030-2"
"748780","COUNTRY DAY BREAK","","","IA1","2019-06-18","","160STF P -1909 (13)","2019-07-08","1108 CENTRAL AVE ESTHERVILLE ","FAREWAY","IA","0-7723600030-2"
"748797","HAMILTON","2019-07-30","","MI1","2019-07-01","","167 P1442 G","","1495 N MAIN STREET ROCHESTER","HOLLYWOOD SUPERMARKET","MI","92659013012"
"748798","HAMILTON","2019-07-30","","MI1","2019-07-01","","167 P1442 G","","1495 N MAIN STREET ROCHESTER","HOLLYWOOD SUPERMARKET","MI","92659013012"
"748799","HAMILTON","2019-07-30","","MI1","2019-07-01","","167 P1442 G","","1495 N MAIN STREET ROCHESTER","HOLLYWOOD SUPERMARKET","MI","92659013012"
"748816","GREAT VALUE**","2019-06-10","","NE1","2019-05-20","","132 P-1200 #11","2019-06-10","5411 2ND AVE KEARNEY","WALMART","NE","78742127071"
"748817","GREAT VALUE**","2019-06-10","","NE1","2019-05-20","","P-1200 132 #13","2019-06-10","5411 2ND AVE KEARNEY","WALMART","NE","78742127071"
"748833","SHOP RITE**","","","NJ1","2019-06-24","","162 P1600","2019-07-25","400 RENAISSANCE BLVD N. BRUNSWICK","SHOP RITE","NJ","41190450015"
"748834","SHOP RITE**","","","NJ1","2019-06-24","","162 P1600","2019-07-25","400 RENAISSANCE BLVD N. BRUNSWICK","SHOP RITE","NJ","41190450015"
"748850","HARRIS TEETER**","","","NC2","2019-05-20","","10P1547S 126","2019-06-19","1300 YORK RD CHARLOTTE","HARRIS TEETER","NC","72036632203"
"748851","HARRIS TEETER**","","","NC2","2019-05-20","","4P1547S 123","2019-06-16","1300 YORK RD CHARLOTTE","HARRIS TEETER","NC","72036632203"
"748865","HILLANDALE FARMS","2019-07-01","","PA1","2019-05-20","","12 P0183 127","2019-07-01","1130 PERRY HWY PITTSBURGH","SHOP N SAVE","PA","77438555037"
"748866","HILLANDALE FARMS","2019-07-01","","PA1","2019-05-20","","11 P0183 127","2019-07-01","1130 PERRY HWY PITTSBURGH","SHOP N SAVE","PA","77438555037"
"748867","HILLANDALE FARMS","2019-07-01","","PA1","2019-05-20","","12 P0183 127","2019-07-01","1130 PERRY HWY PITTSBURGH","SHOP N SAVE","PA","77438555037"
"748881","FOOD LION**","","","NC1","2019-05-20","","109 P1206 11","2019-06-17","802 HARBOUR W DR ROCKY MOUNT","FOOD LION","NC","35826089588"
"748882","FOOD LION**","","","NC1","2019-05-20","","109 P1206 11","2019-06-17","802 HARBOUR W DR ROCKY MOUNT","FOOD LION","NC","35826089588"
"748883","FOOD LION**","","","NC1","2019-05-20","","109 P1206 11","2019-06-17","802 HARBOUR W DR ROCKY MOUNT","FOOD LION","NC","35826089588"
"748900","GREAT VALUE**","","","TX2","2019-05-19","","7P1411131","2019-06-24","1601 W STATE HWY 114 GRAPEVINE","WALMART","TX","78742127071"
"748901","GREAT VALUE**","","","TX2","2019-05-19","","122 P-1180 #7","2019-06-15","1601 W STATE HWY 114 GRAPEVINE","WALMART","TX","78742127071"
"748934","HILL COUNTRY FARE","","","TX1","2019-05-19","","3P1176A129","2019-06-22","23500 CIRCLE OAK PKW RICHMOND","HEB","TX","41220911684"
"748935","HILL COUNTRY FARE","","","TX1","2019-05-19","","11P1176A129","2019-06-22","23500 CIRCLE OAK PKW RICHMOND","HEB","TX","41220911684"
"748936","HILL COUNTRY FARE","","","TX1","2019-05-19","","8P1176B130","2019-06-23","23500 CIRCLE OAK PKW RICHMOND","HEB","TX","41220953684"
"748952","MARKET PANTRY ","","","WA1","2019-07-08","","P1867C 174/P7","2019-07-22","405 SE EVERETT MALL EVERITT","TARGET","WA","85239311578"
"748953","MARKET PANTRY ","","","WA1","2019-07-08","","P1867C 174/P7","2019-07-22","405 SE EVERETT MALL EVERITT","TARGET","WA","85239311578"
"748969","","","","NJ1","2017-09-25","","","","MILLTOWN","APPLEBEES","NJ",""
"748975","","","","KY1","2018-02-20","","","","LEXINGTON","APPLEBEES","KY",""
"748982","","","","PA1","2017-09-24","","","","PITTSBURGH","APPLEBEES","PA",""
"748989","","","","CA2","2017-10-01","","","","NATIONAL CITY","APPLEBEES","CA",""
"748996","","","","KY1","2017-09-25","","","","LEXINGTON","APPLEBEES","KY",""
"748997","","","","KY1","2017-09-25","","","","LEXINGTON","APPLEBEES","KY",""
"749003","","","","IN1","2017-10-03","","","","EVANSVILLE","APPLEBEES","IN",""
"749004","","","","IN1","2017-10-03","","","","EVANSVILLE","APPLEBEES","IN",""
"749010","","","","NJ1","2018-02-25","","","","EAST BRUNSWICK","APPLEBEES","NJ",""
"749017","","","","GA1","2018-02-24","","","","GRIFFIN","APPLEBEES","GA",""
"749024","","","","PA1","2018-02-25","","","","PITTSBURGH","APPLEBEES","PA",""
"749031","","","","IN1","2018-02-26","","","","EVANSVILLE","APPLEBEES","IN",""
"749038","","","","CA2","2018-02-25","","","","EL CAJON","APPLEBEES","CA",""
"749045","","","","AZ1","2017-04-09","","","","TUCSON","BURGER KING","AZ",""
"749051","","","","NJ1","2017-04-09","","","","SOMERSET","BURGER KING","NJ",""
"749058","","","","KY1","2017-04-11","","","","DANVILLE","BURGER KING","KY",""
"749064","","","","CA2","2017-04-23","","","","EL CAJON","BURGER KING","CA",""
"749070","","","","PA1","2017-04-22","","","","SEWICKLEY","BURGER KING","PA",""
"749076","","","","KY1","2018-01-09","","","","LEXINGTON","BURGER KING","KY",""
"749081","","","","VA","2017-07-13","","","","CHRISTIANSBURG","BURGER KING","VA",""
"749087","","","","PA1","2018-01-08","","","","PITTSBURGH","BURGER KING","PA",""
"749093","","","","CA2","2018-01-08","","","","CHULA VISTA","BURGER KING","CA",""
"749099","","","","NJ1","2018-01-09","","","","NORTH BRUNSWICK","BURGER KING","NJ",""
"749105","","","","TX1","2018-01-07","","","","SUGAR LAND","BURGER KING","TX",""
"749111","","","","GA1","2018-01-12","","","","GRIFFIN","BURGER KING","GA",""
"749117","","","","NJ1","2017-09-25","","","","EAST  BRUNSWICK","DENNYS","NJ",""
"749123","","","","TX1","2017-10-09","","","","HOUSTON","DENNYS","TX",""
"749124","","","","TX1","2017-10-09","","","","HOUSTON","DENNYS","TX",""
"749130","","","","KY1","2017-09-25","","","","LEXINGTON","DENNYS","KY",""
"749131","","","","KY1","2017-09-25","","","","LEXINGTON","DENNYS","KY",""
"749137","","","","PA1","2017-09-24","","","","PITTSBURGH","DENNYS","PA",""
"749143","","","","GA1","2017-09-26","","","","LOCUST GROVE","DENNYS","GA",""
"749149","","","","CA2","2017-10-01","","","","CHULA VISTA","DENNYS","CA",""
"749150","","","","CA2","2017-10-01","","","","CHULA VISTA","DENNYS","CA",""
"749156","","","","PA1","2018-02-25","","","","PITTSBURGH","DENNYS","PA",""
"749163","","","","GA1","2018-02-24","","","","LOCUST GROVE","DENNYS","GA",""
"749170","","","","KY1","2018-02-20","","","","LEXINGTON","DENNYS","KY",""
"749177","","","","NJ1","2018-02-25","","","","EAST BRUNSWICK","DENNYS","NJ",""
"749184","","","","CA2","2018-02-26","","","","SANTEE","DENNYS","CA",""
"749191","","","","IN1","2018-02-26","","","","EVANSVILLE","DENNYS","IN",""
"749198","","","","AZ1","2017-06-18","","","","TUSCON","IHOP","AZ",""
"749204","","","","KY1","2017-06-21","","","","LEXINGTON","IHOP","KY",""
"749210","","","","CA2","2017-06-18","","","","SANTEE","IHOP","CA",""
"749216","","","","GA1","2017-06-20","","","","MCDONOUGH","IHOP","GA",""
"749222","","","","NJ1","2017-06-19","","","","EDISON","IHOP","NJ",""
"749228","","","","PA1","2017-06-19","","","","PITTSBURGH","IHOP","PA",""
"749234","","","","CA1","2018-03-05","","","","PALMADE","IHOP","CA",""
"749241","","","","PA1","2018-02-25","","","","PITTSBURGH","IHOP","PA",""
"749248","","","","GA1","2018-02-24","","","","GRIFFIN","IHOP","GA",""
"749255","","","","CA2","2018-02-25","","","","SANTEE","IHOP","CA",""
"749262","","","","NJ1","2018-02-25","","","","EAST BRUNSWICK","IHOP","NJ",""
"749269","","","","KY1","2018-02-20","","","","LEXINGTON ","IHOP","KY",""
"749276","","","","NJ1","2017-07-31","","","","EDISON","PANERA","NJ",""
"749282","","","","CA2","2017-08-06","","","","EL CAJON","PANERA","CA",""
"749283","","","","CA2","2017-08-06","","","","EL CAJON","PANERA","CA",""
"749289","","","","VA1","2017-10-02","","","","CHRISTIANSBURG","PANERA","VA",""
"749295","","","","GA1","2017-08-01","","","","FAYETTEVILLE","PANERA","GA",""
"749296","","","","KY1","2017-07-31","","","","NICHOLASVILLE","PANERA","KY",""
"749297","","","","NJ1","2017-07-31","","","","EDISON","PANERA","NJ",""
"749298","","","","PA1","2017-08-03","","","","PITTSBURGH","PANERA","PA",""
"749299","","","","AZ1","2017-07-31","","","","TUCSON","PANERA","AZ",""
"749301","","","","PA1","2017-08-03","","","","PITTSBURGH","PANERA","PA",""
"749307","","","","KY1","2018-07-16","","","","HARRODSBURG","SUBWAY","KY",""
"749315","","","","GA1","2018-07-16","","","","LOCUST GROVE","SUBWAY","GA",""
"749322","","","","VA","2018-09-20","","","","CHRISTIANSBURG","SUBWAY","VA",""
"749329","","","","TX1","2018-07-14","","","","ROSENBERG","SUBWAY","TX",""
"749336","","","","PA1","2018-07-14","","","","PITTSBURGH","SUBWAY","PA",""
"749344","","","","NJ1","2018-07-23","","","","NORTH BRUNSWICK","SUBWAY","NJ",""
"749352","","","","GA1","2017-01-09","","","","MCDONOUGH","MCDONALDS","GA",""
"749357","","","","PA1","2017-01-09","","","","VERONA","MCDONALDS","PA",""
"749362","","","","KY1","2017-01-09","","","","DANVILLE","MCDONALDS","KY",""
"749367","","","","AZ1","2017-01-09","","","","TUCSON","MCDONALDS","AZ",""
"749373","","","","NJ1","2017-01-08","","","","SOMERSET","MCDONALDS","NJ",""
"749379","","","","CA2","2017-01-02","","","","SAN DIEGO","MCDONALDS","CA",""
"749385","","","","PA1","2018-01-07","","","","PENN HILLS","MCDONALDS","PA",""
"749391","","","","TX1","2018-01-07","","","","SUGAR LAND","MCDONALDS","TX",""
"749397","","","","CA2","2018-01-07","","","","BONITA","MCDONALDS","CA",""
"749403","","","","GA1","2018-01-07","","","","LOCUST GROVE","MCDONALDS","GA",""
"749409","","","","KY1","2018-01-09","","","","LEXINGTON","MCDONALDS","KY",""
"749415","","","","NJ1","2018-01-08","","","","NORTH BRUNSWICK","MCDONALDS","NJ",""
"789773","HYVEE*****","2020-03-13","","KS","2019-11-16","","095-02 08:02 56302 55-304","","13550 W 63RD ST NE SHAWNEE","HYVEE","VA","75450085150"
"789774","HYVEE*****","2020-03-13","","KS","2019-11-16","","095-02 08:02 56302 55-304","","13550 W 63RD ST NE SHAWNEE","HYVEE","KS","75450085150"
"789781","FOOD LION****","2020-04-27","","VA","2019-11-25","","33117677 0120 3 42406 ","","1413 N MAIN ST. BLACKSBURG","FOOD LION","VA","035826090607"
"789782","FOOD LION****","2020-04-27","","VA","2019-11-25","","33117677 0121 3 42406 ","","1413 N MAIN ST. BLACKSBURG","FOOD LION","VA","35826090607"
"789789","SIMPLE TRUTH ORGANIC*","2020-03-04","","VA","2019-11-18","","1812M4 28919034 31212","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","11110861801"
"789796","GREAT VALUE (WALMART) ***","2020-03-08","","VA","2019-11-18","","33074370 0549 P3F 0606","","2400 N. FRANKLIN ST. CBURG","WALMART","VA","11110893055"
"789797","GREAT VALUE (WALMART) ***","2020-03-08","","VA","2019-11-18","","33074370 0549 P3F 0606","","2400 N. FRANKLIN ST. CBURG","WALMART","VA","11110893055"
"789804","LAND O LAKES****","2020-04-15","","VA","2019-11-20","","32977837 0747 P15 P 0606","","1322 SOUTH  MAIN ST. BLACKSBURG","KROGER","VA","034500151504"
"789805","LAND O LAKES****","2020-04-15","","VA","2019-11-20","","32977837 0747 P15 P 0606","","1322 SOUTH  MAIN ST. BLACKSBURG","KROGER","VA","34500151504"
"789812","KROGER*******","2020-04-01","","VA","2019-11-18","","1349 713311 1121904281","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","11110893055"
"789813","KROGER*******","2020-04-01","","VA","2019-11-18","","1349 713311 1121904281","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","11110893055"
"789820","HORIZON ORGANIC*","2020-02-04","","VA","2019-11-18","","31212 0801 M1 28019051","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","742365416200"
"789821","HORIZON ORGANIC*","2020-02-04","","VA","2019-11-18","","31212 0801 M1 28019051","","903 UNIV. CITY BLVD. BLACKSBURG","KROGER","VA","742365416200"
"789830","PILLSBURY BEST","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789840","SIGNATURE SELECT*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789851","EVERYDAY ESSENTIALS","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789861","WHITE LILY","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789871","GIANT FOODS","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789881","GOLD MEDAL*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789892","365 EVERYDAY VALUE","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789902","HECKERS","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789912","AUGASON FARMS","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789922","GOLD MEDAL**","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789932","BOBS RED MILL*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789942","WEGMANS**","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789953","JOVIAL","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789964","KING ARTHUR","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789975","ORGANICGRAINS.COM","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789986","WEGMANS ORGANIC","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"789997","ARROWHEAD MILLS*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"790008","365 EVERYDAY VALUE*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"790020","365 EVERYDAY VALUE**","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"790031","GOLD MEDAL***","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"790042","GIANT FOODS*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
"790053","KING ARTHUR*","","","MAFCL(PS)","2020-01-23","","","","","","MD",""
